datetime_UTC,longitude,latitude,water_level,quality_water_level
2022-01-02T10:31:01.000000,4.239567,53.83949,0.296,0
2022-01-02T10:31:02.000000,4.209957,53.782019,0.243,0
2022-01-02T10:31:03.000000,4.180417,53.724542,0.278,0
2022-01-02T10:31:04.000000,4.150945,53.66706,0.278,0
2022-01-02T10:31:05.000000,4.121543,53.609571,0.283,0
2022-01-02T10:31:06.000000,4.092208,53.552076,0.241,0
2022-01-02T10:31:07.000000,4.062942,53.494576,0.258,0
2022-01-02T10:31:08.000000,4.033744,53.43707,0.259,0
2022-01-02T10:31:09.000000,4.004612,53.379558,0.256,0
2022-01-02T10:31:10.000000,3.975548,53.32204,0.272,0
2022-01-02T10:31:11.000000,3.946551,53.264516,0.244,0
2022-01-02T10:31:12.000000,3.91762,53.206987,0.248,0
2022-01-02T10:31:13.000000,3.888756,53.149452,0.273,0
2022-01-02T10:31:14.000000,3.859957,53.091911,0.273,0
2022-01-02T10:31:15.000000,3.831223,53.034364,0.275,0
2022-01-02T10:31:16.000000,3.802555,52.976812,0.281,0
2022-01-02T10:31:17.000000,3.773952,52.919254,0.317,0
2022-01-02T10:31:18.000000,3.745414,52.861691,0.334,0
2022-01-02T10:31:19.000000,3.71694,52.804122,0.316,0
2022-01-02T10:31:20.000000,3.688529,52.746547,0.334,0
2022-01-02T10:31:21.000000,3.660183,52.688967,0.327,0
2022-01-02T10:31:22.000000,3.6319,52.631382,0.357,0
2022-01-02T10:31:23.000000,3.60368,52.573791,0.387,0
2022-01-02T10:31:24.000000,3.575523,52.516194,0.388,0
2022-01-02T10:31:25.000000,3.547429,52.458592,0.436,0
2022-01-02T10:31:26.000000,3.519396,52.400985,0.482,0
2022-01-02T10:31:27.000000,3.491426,52.343372,0.532,0
2022-01-02T10:31:28.000000,3.463518,52.285754,0.566,0
2022-01-02T10:31:29.000000,3.435671,52.22813,0.597,0
2022-01-02T10:31:30.000000,3.407885,52.170501,0.632,0
2022-01-02T10:31:31.000000,3.38016,52.112867,0.746,0
2022-01-02T10:31:32.000000,3.352495,52.055228,0.808,0
2022-01-02T10:31:33.000000,3.324891,51.997583,0.897,0
2022-01-02T10:31:34.000000,3.297347,51.939933,0.982,0
2022-01-02T10:31:35.000000,3.269862,51.882278,1.088,0
2022-01-02T10:31:36.000000,3.242438,51.824617,1.232,0
2022-01-02T10:31:37.000000,3.215072,51.766952,1.353,0
2022-01-02T10:31:38.000000,3.187765,51.709281,1.496,0
2022-01-02T10:31:39.000000,3.160517,51.651605,1.65,0
2022-01-02T10:31:40.000000,3.133328,51.593924,1.811,0
2022-01-02T10:31:41.000000,3.106196,51.536238,1.925,0
2022-01-02T10:31:42.000000,3.079123,51.478546,2.082,0
2022-01-02T10:31:43.000000,3.052107,51.42085,2.261,0
2022-01-02T10:31:44.000000,3.025148,51.363149,2.39,0
2022-01-04T21:05:00.000000,2.949244,51.313646,-0.628,1
2022-01-04T21:05:01.000000,2.922337,51.371356,-0.569,0
2022-01-04T21:05:02.000000,2.895373,51.42906,-0.517,0
2022-01-04T21:05:03.000000,2.868352,51.486759,-0.466,0
2022-01-04T21:05:04.000000,2.841273,51.544453,-0.387,0
2022-01-04T21:05:05.000000,2.814136,51.602142,-0.295,0
2022-01-04T21:05:06.000000,2.78694,51.659826,-0.262,0
2022-01-04T21:05:07.000000,2.759686,51.717505,-0.134,0
2022-01-04T21:05:08.000000,2.732374,51.775179,-0.013,0
2022-01-04T21:05:09.000000,2.705003,51.832847,0.066,0
2022-01-04T21:05:10.000000,2.677572,51.890511,0.152,0
2022-01-04T21:05:11.000000,2.650082,51.948169,0.25,0
2022-01-04T21:05:12.000000,2.622532,52.005822,0.359,0
2022-01-04T21:05:13.000000,2.594921,52.063469,0.495,0
2022-01-04T21:05:14.000000,2.567251,52.121112,0.549,0
2022-01-04T21:05:15.000000,2.53952,52.178749,0.639,0
2022-01-04T21:05:16.000000,2.511728,52.23638,0.73,0
2022-01-04T21:05:17.000000,2.483875,52.294007,0.784,0
2022-01-04T21:05:18.000000,2.45596,52.351628,0.866,0
2022-01-04T21:05:19.000000,2.427984,52.409243,0.943,0
2022-01-04T21:05:20.000000,2.399945,52.466854,1.015,0
2022-01-04T21:05:21.000000,2.371845,52.524458,1.056,0
2022-01-04T21:05:22.000000,2.343681,52.582058,1.125,0
2022-01-04T21:05:23.000000,2.315455,52.639652,1.231,0
2022-01-04T21:05:24.000000,2.287166,52.69724,1.282,0
2022-01-04T21:05:25.000000,2.258813,52.754823,1.33,0
2022-01-04T21:05:26.000000,2.230396,52.8124,1.333,0
2022-01-04T21:05:27.000000,2.201916,52.869972,1.34,0
2022-01-04T21:05:28.000000,2.173371,52.927538,1.437,0
2022-01-04T21:05:29.000000,2.144761,52.985099,1.504,0
2022-01-04T21:05:30.000000,2.116086,53.042654,1.466,0
2022-01-04T21:05:31.000000,2.087346,53.100203,1.516,0
2022-01-04T21:05:32.000000,2.058541,53.157746,1.529,0
2022-01-04T21:05:33.000000,2.029669,53.215284,1.561,0
2022-01-04T21:05:34.000000,2.000732,53.272816,1.518,0
2022-01-04T21:05:35.000000,1.971728,53.330343,1.549,0
2022-01-04T21:05:36.000000,1.942657,53.387863,1.538,0
2022-01-04T21:05:37.000000,1.913519,53.445378,1.494,0
2022-01-04T21:05:38.000000,1.884313,53.502887,1.447,0
2022-01-04T21:05:39.000000,1.85504,53.56039,1.456,0
2022-01-04T21:05:40.000000,1.825699,53.617888,1.432,0
2022-01-04T21:05:41.000000,1.796289,53.675379,1.357,0
2022-01-04T21:05:42.000000,1.766811,53.732864,1.306,0
2022-01-04T21:05:43.000000,1.737263,53.790344,1.266,0
2022-01-04T21:05:44.000000,1.707646,53.847818,1.203,0
2022-01-04T21:05:45.000000,1.67796,53.905285,1.178,0
2022-01-04T21:05:46.000000,1.648203,53.962747,1.099,0
2022-01-04T21:05:47.000000,1.618376,54.020202,1.026,0
2022-01-04T21:05:48.000000,1.588479,54.077651,1.016,0
2022-01-04T21:05:49.000000,1.55851,54.135095,0.972,0
2022-01-04T21:05:50.000000,1.52847,54.192532,0.85,0
2022-01-04T21:05:51.000000,1.498358,54.249963,0.817,0
2022-01-04T21:05:52.000000,1.468174,54.307387,0.8,0
2022-01-04T21:05:53.000000,1.437917,54.364806,0.73,0
2022-01-04T21:05:54.000000,1.407588,54.422218,0.668,0
2022-01-04T21:05:55.000000,1.377186,54.479624,0.602,0
2022-01-04T21:05:56.000000,1.34671,54.537024,0.547,0
2022-01-04T21:05:57.000000,1.316161,54.594418,0.546,0
2022-01-04T21:05:58.000000,1.285537,54.651805,0.444,0
2022-01-04T21:05:59.000000,1.254838,54.709186,0.341,0
2022-01-04T21:06:00.000000,1.224065,54.76656,0.279,0
2022-01-04T21:06:01.000000,1.193217,54.823928,0.212,0
2022-01-04T21:06:02.000000,1.162293,54.881289,0.184,0
2022-01-04T21:06:03.000000,1.131292,54.938644,0.148,0
2022-01-04T21:06:04.000000,1.100216,54.995993,0.1,0
2022-01-04T21:06:05.000000,1.069063,55.053335,0.02,0
2022-01-04T21:06:06.000000,1.037832,55.11067,0.057,0
2022-01-04T21:06:07.000000,1.006524,55.167999,0.035,0
2022-01-04T21:06:08.000000,0.975138,55.225321,-0.09,0
2022-01-04T21:06:09.000000,0.943674,55.282636,-0.062,0
